Algorithm_name,Execution Time (s),Searched Cells,Total Path Cost
DFS_NORMAL,0.030002594,9166,15532
DFS_LIM,0.0260009766,9445,11382
BFS,0.0029993057,318,28
A*,0.0260014534,3322,236
BA*,0.0350000858,1662,244
EBA*,0.0369992256,1770,244
DIJKSTRA,0.0489976406,11529,236
DFS_NORMAL,0.0180003643,7572,11186
DFS_LIM,0.0190007687,7494,10852
BFS,0.0150005817,7710,986
A*,0.0199987888,1542,134
BA*,0.0310008526,625,134
EBA*,0.0309998989,567,134
DIJKSTRA,0.0250043869,4934,134
DFS_NORMAL,0.0169999599,6109,12746
DFS_LIM,0.0219993591,5924,8176
BFS,0.0069990158,2127,890
A*,0.0160005093,380,75
BA*,0.0330023766,564,75
EBA*,0.0320000648,651,75
DIJKSTRA,0.0139997005,2197,75
DFS_NORMAL,0.0029978752,209,1131
DFS_LIM,0.0029995441,733,191
BFS,0.0090007782,2837,75
A*,0.0170016289,953,102
BA*,0.0320010185,833,102
EBA*,0.0340008736,667,106
DIJKSTRA,0.0169994831,3036,102
DFS_NORMAL,0.0270001888,13523,11794
DFS_LIM,0.012001276,3546,6172
BFS,0.0080001354,3139,182
A*,0.0190007687,1158,110
BA*,0.0310018063,517,110
EBA*,0.0309991837,534,110
DIJKSTRA,0.0160005093,2546,110
DFS_NORMAL,0.0269999504,13820,7236
DFS_LIM,0.0310008526,13893,7222
BFS,0.0039997101,826,110
A*,0.0179994106,852,111
BA*,0.0329971313,1083,111
EBA*,0.0349998474,1700,119
DIJKSTRA,0.0269999504,6551,111
DFS_NORMAL,0.0279996395,14446,2035
DFS_LIM,0.0280025005,14398,1573
BFS,0.0169997215,7929,111
A*,0.0169970989,631,161
BA*,0.0329999924,1076,161
EBA*,0.0330023766,1222,161
DIJKSTRA,0.0149993896,2571,161
DFS_NORMAL,0.0259981155,11479,16055
DFS_LIM,0.0270011425,11358,13799
BFS,0.0090000629,3220,813
A*,0.0140006542,52,20
BA*,0.0300002098,66,26
EBA*,0.0300004482,69,20
DIJKSTRA,0.0099990368,263,20
DFS_NORMAL,0.0110008717,3863,9302
DFS_LIM,0.0019984245,354,76
BFS,0.0019996166,268,20
A*,0.0169997215,475,81
BA*,0.0389995575,721,81
EBA*,0.0430018902,651,81
DIJKSTRA,0.0130004883,1613,81
DFS_NORMAL,0.0029995441,95,95
DFS_LIM,0.0029988289,99,95
BFS,0.0059995651,1753,127
A*,0.0189988613,104,198
BA*,0.0299992561,47,198
EBA*,0.031999588,55,198
DIJKSTRA,0.0089976788,111,198
DFS_NORMAL,0.0209991932,8846,11012
DFS_LIM,0.0210006237,8981,9954
BFS,0.0029983521,192,198
A*,0.026999712,797,109
BA*,0.0409991741,982,109
EBA*,0.0350017548,1268,109
DIJKSTRA,0.0250000954,5827,109
DFS_NORMAL,0.0189986229,7990,13301
DFS_LIM,0.0160002708,6429,9385
BFS,0.0140006542,6749,625
A*,0.023001194,1338,130
BA*,0.0360000134,942,130
EBA*,0.031999588,852,130
DIJKSTRA,0.0240020752,5918,130
DFS_NORMAL,0.0279991627,12984,13656
DFS_LIM,0.0190000534,8524,8024
BFS,0.006000042,2132,130
A*,0.0240044594,1234,139
BA*,0.0490012169,1075,139
EBA*,0.0390014648,1615,139
DIJKSTRA,0.0269989967,6445,139
DFS_NORMAL,0.0110003948,4379,10505
DFS_LIM,0.0110006332,4752,10023
BFS,0.0159978867,7711,139
A*,0.052996397,9477,313
BA*,0.0349972248,914,313
EBA*,0.0340003967,928,313
DIJKSTRA,0.0500001907,14557,313
DFS_NORMAL,0.0199973583,8873,10243
DFS_LIM,0.0199995041,8781,11863
BFS,0.0079994202,3270,587
A*,0.0290007591,2161,140
BA*,0.0309984684,326,140
EBA*,0.0310008526,352,140
DIJKSTRA,0.0340025425,9014,140
DFS_NORMAL,0.0230021477,10195,10446
DFS_LIM,0.02099967,9160,9390
BFS,0.0099990368,4582,790
A*,0.0179994106,458,85
BA*,0.0319998264,537,87
EBA*,0.0319988728,520,87
DIJKSTRA,0.016998291,3215,85
DFS_NORMAL,0.0090000629,3295,11855
DFS_LIM,0.0089986324,3665,1645
BFS,0.0080001354,3748,85
A*,0.0189986229,588,101
BA*,0.0449995995,921,101
EBA*,0.0399975777,816,101
DIJKSTRA,0.0199978352,3562,101
DFS_NORMAL,0.0109975338,4552,8835
DFS_LIM,0.0109992027,4192,7785
BFS,0.0110001564,5352,497
A*,0.0229980946,1602,137
BA*,0.0369999409,851,139
EBA*,0.0399997234,1170,137
DIJKSTRA,0.0410001278,9504,137
DFS_NORMAL,0.0110003948,4265,7995
DFS_LIM,0.0020005703,259,615
BFS,0.0190005302,9822,523
A*,0.0159988403,461,92
BA*,0.0360000134,327,92
EBA*,0.0369989872,337,92
DIJKSTRA,0.0279977322,4343,92
DFS_NORMAL,0.0319974422,14351,3438
DFS_LIM,0.0120007992,4757,4442
BFS,0.0119969845,5572,662
A*,0.0159993172,307,144
BA*,0.0299983025,446,160
EBA*,0.0320017338,618,148
DIJKSTRA,0.018001318,2315,144
DFS_NORMAL,0.0319988728,13162,11270
DFS_LIM,0.027998209,10414,15052
BFS,0.0069959164,2537,144
A*,0.0210025311,2103,110
BA*,0.0319974422,804,116
EBA*,0.0320000648,694,128
DIJKSTRA,0.0309996605,7240,110
DFS_NORMAL,0.0109963417,3663,8100
DFS_LIM,0.0410006046,14320,3592
BFS,0.0049993992,1262,134
A*,0.0329978466,5743,175
BA*,0.0300009251,255,175
EBA*,0.0300006866,264,175
DIJKSTRA,0.044002533,11319,175
DFS_NORMAL,0.0129990578,3883,10433
DFS_LIM,0.0159995556,5737,8737
BFS,0.0070018768,1969,245
A*,0.015001297,137,60
BA*,0.0299994946,209,60
EBA*,0.0299987793,217,60
DIJKSTRA,0.0130009651,1569,60
DFS_NORMAL,0.003000021,227,558
DFS_LIM,0.0029995441,175,478
BFS,0.0069994926,2365,60
A*,0.0189988613,1178,129
BA*,0.0339999199,1544,131
EBA*,0.0389993191,1638,133
DIJKSTRA,0.0200028419,4297,129
DFS_NORMAL,0.0239987373,11303,8351
DFS_LIM,0.0169980526,8368,531
BFS,0.0099990368,4557,217
A*,0.0149996281,206,77
BA*,0.0310003757,314,81
EBA*,0.0300006866,383,77
DIJKSTRA,0.0149993896,2302,77
DFS_NORMAL,0.0040004253,797,3499
DFS_LIM,0.009001255,3381,7171
BFS,0.0079994202,3400,783
A*,0.0210027695,1570,149
BA*,0.0319988728,820,149
EBA*,0.0319976807,842,149
DIJKSTRA,0.0280005932,6761,149
DFS_NORMAL,0.0190007687,8193,11027
DFS_LIM,0.0070016384,2285,1627
BFS,0.0090014935,4061,779
A*,0.018999815,1045,150
BA*,0.0320000648,685,150
EBA*,0.0330011845,1165,150
DIJKSTRA,0.0229990482,5344,150
DFS_NORMAL,0.026999712,11592,16656
DFS_LIM,0.0260007381,10798,18174
BFS,0.013999939,6777,674
A*,0.0339989662,3997,193
BA*,0.032999754,1264,193
EBA*,0.0369999409,1899,193
DIJKSTRA,0.0339999199,9107,193
DFS_NORMAL,0.0099983215,3630,4805
DFS_LIM,0.0300021172,14093,5771
BFS,0.0130012035,5826,425
A*,0.0239982605,2688,185
BA*,0.035998106,1901,185
EBA*,0.038002491,2326,187
DIJKSTRA,0.0470013618,13195,185
DFS_NORMAL,0.0269992352,11999,12013
DFS_LIM,0.0289990902,12745,11581
BFS,0.0229995251,10817,391
A*,0.0139997005,37,14
BA*,0.0309941769,49,14
EBA*,0.0300006866,49,14
DIJKSTRA,0.0100009441,145,14
DFS_NORMAL,0.0069987774,2013,5958
DFS_LIM,0.0059995651,2172,4990
BFS,0.0029990673,142,14
A*,0.0170009136,208,62
BA*,0.0309996605,218,64
EBA*,0.0309998989,275,62
DIJKSTRA,0.0130016804,1537,62
DFS_NORMAL,0.0070002079,2384,5096
DFS_LIM,0.0059998035,2244,3208
BFS,0.0059957504,2462,818
A*,0.0290000439,416,175
BA*,0.0399990082,481,175
EBA*,0.0319972038,561,177
DIJKSTRA,0.0159964561,1663,175
DFS_NORMAL,0.0129966736,4719,7113
DFS_LIM,0.0149993896,6129,7499
BFS,0.0069992542,2750,269
A*,0.0220029354,961,93
BA*,0.0369997025,526,93
EBA*,0.0339999199,488,93
DIJKSTRA,0.0129995346,1585,93
DFS_NORMAL,0.0220031738,9354,14941
DFS_LIM,0.0220015049,9313,14949
BFS,0.0050032139,1313,193
A*,0.0199997425,602,229
BA*,0.0419993401,849,229
EBA*,0.0379974842,922,229
DIJKSTRA,0.0169987679,2756,229
DFS_NORMAL,0.0169973373,6993,10659
DFS_LIM,0.0290026665,14635,381
BFS,0.0050024986,1362,247
A*,0.0149998665,158,53
BA*,0.0340018272,242,53
EBA*,0.0380015373,350,53
