Algorithm_name,Execution Time (s),Searched Cells,Total Path Cost
DFS_LIM,0.0010008812,456,338
BFS,0.0010001659,470,338
A*,0.001999855,478,830
BA*,0.0040004253,757,830
EBA*,0.0039997101,656,830
DIJKSTRA,0.001999855,480,830
DFS_NORMAL,0.0010015965,408,830
DFS_LIM,0.0010011196,470,830
BFS,0.0009994507,480,830
A*,0.001999855,669,465
BA*,0.0030002594,603,465
EBA*,0.0029997826,523,465
DIJKSTRA,0.0020003319,670,465
DFS_NORMAL,0.0010011196,243,465
DFS_LIM,0.0010001659,422,465
BFS,0.0010008812,670,465
A*,0.0020000935,485,350
BA*,0.0019986629,400,350
EBA*,0.0020000935,401,350
DIJKSTRA,0.001999855,495,350
DFS_NORMAL,0.0020000935,749,350
DFS_LIM,0.0010015965,585,350
BFS,0.001001358,684,350
A*,0.001999855,667,646
BA*,0.0030002594,457,646
EBA*,0.0029995441,397,646
DIJKSTRA,0.0009994507,704,646
DFS_NORMAL,0.001001358,722,646
DFS_LIM,0.001001358,556,646
BFS,0.0010008812,473,646
A*,0.0029997826,674,376
BA*,0.0030004978,517,376
EBA*,0.003000021,505,376
DIJKSTRA,0.0020000935,694,376
DFS_NORMAL,0.0010011196,268,432
DFS_LIM,0.0019986629,691,376
BFS,0.0020000935,696,376
A*,0.003000021,683,826
BA*,0.0019989014,502,826
EBA*,0.0029995441,381,826
DIJKSTRA,0.001999855,684,826
DFS_NORMAL,0.0010015965,348,826
DFS_LIM,0.0019979477,732,826
BFS,0.0020000935,680,826
A*,0.0019996166,383,725
BA*,0.0040004253,736,725
EBA*,0.0029997826,453,725
DIJKSTRA,0.0009996891,383,725
DFS_NORMAL,0.0,205,725
DFS_LIM,0.0,265,725
BFS,0.0009999275,333,725
A*,0.0020000935,505,275
BA*,0.0029983521,568,275
EBA*,0.0030004978,565,275
DIJKSTRA,0.001999855,536,275
DFS_NORMAL,0.001001358,513,275
DFS_LIM,0.001001358,677,275
BFS,0.0010011196,603,275
A*,0.0020005703,312,325
BA*,0.0029997826,513,325
EBA*,0.0020003319,386,325
DIJKSTRA,0.0010008812,320,325
DFS_NORMAL,0.0010011196,697,325
DFS_LIM,0.001001358,408,325
BFS,0.0009996891,328,325
A*,0.0029997826,632,515
BA*,0.0039999485,765,559
EBA*,0.0039999485,692,515
DIJKSTRA,0.001999855,669,515
DFS_NORMAL,0.001001358,591,559
DFS_LIM,0.0,353,515
BFS,0.0010001659,361,515
A*,0.0029993057,729,418
BA*,0.0029997826,661,418
EBA*,0.0029993057,596,418
DIJKSTRA,0.0019986629,730,418
DFS_NORMAL,0.001001358,372,418
DFS_LIM,0.0010011196,696,418
BFS,0.001001358,762,418
A*,0.0010004044,303,174
BA*,0.001999855,308,174
EBA*,0.0019996166,257,174
DIJKSTRA,0.001001358,340,174
DFS_NORMAL,0.0010006428,455,174
DFS_LIM,0.0010001659,441,174
BFS,0.0010015965,460,174
A*,0.003000021,704,467
BA*,0.0029997826,593,467
EBA*,0.003000021,596,467
DIJKSTRA,0.0019996166,706,467
DFS_NORMAL,0.0009994507,685,467
DFS_LIM,0.0009994507,591,467
BFS,0.0019991398,761,467
A*,0.001999855,352,189
BA*,0.0020000935,230,189
EBA*,0.0019991398,204,189
DIJKSTRA,0.001999855,387,189
DFS_NORMAL,0.0010011196,429,189
DFS_LIM,0.0010011196,409,189
BFS,0.0010001659,338,189
A*,0.0020000935,680,296
BA*,0.0020003319,258,296
EBA*,0.001999855,227,296
DIJKSTRA,0.001999855,687,296
DFS_NORMAL,0.0,468,296
DFS_LIM,0.0010008812,773,296
BFS,0.0010011196,765,296
A*,0.0009999275,128,79
BA*,0.0019993782,163,79
EBA*,0.0019989014,184,79
DIJKSTRA,0.0010011196,128,79
DFS_NORMAL,0.0,92,79
DFS_LIM,0.0,128,79
BFS,0.0,128,79
A*,0.0020000935,381,342
BA*,0.0029997826,410,342
EBA*,0.0020000935,388,342
DIJKSTRA,0.001001358,384,342
DFS_NORMAL,0.0010011196,282,342
DFS_LIM,0.0009999275,376,342
BFS,0.0010015965,400,342
A*,0.0020003319,463,385
BA*,0.0029997826,630,385
EBA*,0.0029990673,481,385
DIJKSTRA,0.0020003319,469,385
DFS_NORMAL,0.0010011196,443,385
DFS_LIM,0.001001358,517,385
BFS,0.0010001659,517,385
A*,0.001999855,343,247
BA*,0.003000021,414,247
EBA*,0.0019989014,492,247
DIJKSTRA,0.0010011196,347,247
DFS_NORMAL,0.0010011196,341,247
DFS_LIM,0.0009999275,401,247
BFS,0.001001358,467,247
A*,0.0020000935,516,389
BA*,0.0029993057,606,389
